run,cell,model_tag,family,size_label,quantization,temperature,seed,recognizer,item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
03 llama3.2:3b-q4_K_M t0,03-llama3_2_3b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00828,unspecified,False,00828.wav,On what date was the 2010 Human Development Report released?,what day of the week does a time for reflection take place,A time for reflection is typically on Sunday.,"November 4, 2010",False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,45,8.0,8,11,3.2,50.67,8.18,1.1,0.6949,10.0,11.0,7.0,1.0,3.0,False,0.0,severe,0.3223,0.5,0.0,-0.3223,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6492.0,6981.0,130.0,121.0,29.0,1033.0,912.0,6549.0,918.0,2115.0,159.0,159.0,1.0,10.0,323.0,76.8,1.0,1692.0,2461.0
03 llama3.2:3b-q4_K_M t0,03-llama3_2_3b_instruct_q4_K_M-t0_0-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00830,unspecified,False,00830.wav,The Broadway Musical began in what decade?,the broadway musical began in white decade,"I couldn't find information on a Broadway musical that started in the 1970s, also known as the White Decade. Can you please clarify which musical you are referring to?",1880s,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,30,2,167,15.0,20,40,12.0,70.35,7.17,0.1429,0.0488,7.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.7953,0.3846,0.7453,-0.05,0.069,0.0,0.0,2.0,0.5,0.0817,"{'years': [], 'quantities': [], 'name_spans': ['White Decade'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,6561.0,6883.0,424.0,296.0,26.0,1151.0,855.0,6628.0,928.0,2380.0,297.0,434.0,2.0,38.0,319.0,89.5,1.0,2273.0,9752.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00004,unspecified,False,00004.wav,What is the name of the campus tv station?,now what does the name of the campus tv station,That's the student-run television station on campus.,WYBC Yale Radio,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,52,8.0,8,11,3.2,50.67,8.18,0.2222,0.1707,9.0,2.0,1.0,0.0,1.0,False,1.0,mild,0.4121,0.4,0.5094,0.0972,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,,,,,,,,,,,,,,,,,,,
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00005,unspecified,False,00005.wav,What did the bureau used to ensure the safe travels of aircraft?,why did the bureau used to ensure the safe travels of aircraft,"The US Civil Aeronautics Board, established in 1938, was responsible for ensuring the safety of air travel.","maps, blackboards, and mental calculations",True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,17,1,107,17.0,17,23,6.8,40.29,11.86,0.0833,0.0317,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.1679,0.0909,0.1679,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"{'years': ['1938'], 'quantities': [], 'name_spans': ['Civil Aeronautics Board'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,7142.0,7940.0,289.0,281.0,28.0,1156.0,875.0,7204.0,1144.0,2650.0,346.0,346.0,1.0,26.0,323.0,89.9,1.0,1862.0,6919.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00012,unspecified,False,00012.wav,What did Beyoncé's mother own when Beyoncé was a child?,what did on to his mother own when beyond say was a child,"It seems like you may have misspoken, could you please clarify what you meant to ask?",salon,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,16,1,85,16.0,16,21,6.4,84.84,5.4,0.5,0.2264,10.0,5.0,2.0,0.0,3.0,False,0.75,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",6840.0,7078.0,240.0,232.0,29.0,1080.0,848.0,6925.0,1085.0,2395.0,226.0,226.0,1.0,21.0,324.0,87.2,1.0,2168.0,4458.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00030,unspecified,False,00030.wav,What was one subject that Avicenna never developed?,what was one subject that average china never developed,China's main industries were agriculture and manufacturing.,theology,True,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,59,7.0,7,10,2.8,-5.73,15.8,0.25,0.16,8.0,2.0,1.0,0.0,1.0,False,0.8,mild,0.1805,0.2,0.0,-0.1805,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7430.0,7620.0,132.0,122.0,27.0,999.0,877.0,7504.0,-618.0,568.0,184.0,184.0,1.0,10.0,320.0,75.7,1.0,390.0,3239.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00032,unspecified,False,00032.wav,In what years was the Great Famine?,in what years was the great famine,The Great Famine occurred from eighteen eighty-seven to eighteen ninety-one.,1315–1317,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,76,12.0,12,16,4.8,53.66,8.76,0.0,0.0,7.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7461,0.2222,0.7461,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['The Great Famine'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,7212.0,7288.0,194.0,184.0,27.0,1145.0,961.0,7269.0,1016.0,2362.0,196.0,196.0,1.0,15.0,318.0,77.1,1.0,3916.0,3506.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00035,unspecified,False,00035.wav,What property does combining copper with brass or bronze create?,a property does combining tamper with brass or bronze create,"Yes, it can combine to make bronze.",hardness,False,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,35,7.0,7,9,2.8,103.04,0.63,0.2,0.0952,10.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.1592,0.5,0.1664,0.0072,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7119.0,7206.0,91.0,83.0,22.0,961.0,878.0,7187.0,783.0,1896.0,148.0,148.0,1.0,10.0,322.0,109.6,1.0,2671.0,2577.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00045,unspecified,False,00045.wav,Do different countries refer to plants by different names?,he different countries referred to plants by different names,"That's correct, many plant species have alternative names used in various countries.",single world-wide name,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,84,12.0,12,16,4.8,46.61,9.74,0.2222,0.0877,9.0,2.0,2.0,0.0,0.0,False,0.8,mild,0.5916,0.375,0.5661,-0.0255,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6620.0,6886.0,163.0,154.0,25.0,1062.0,908.0,6712.0,-2770.0,-1417.0,286.0,286.0,1.0,16.0,320.0,97.9,1.0,-1668.0,4818.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00046,unspecified,False,00046.wav, How many tornadoes does Houston usually get per year?,how many tornadoes does houston usually get per year,"On average, Houston gets around one tornado per year.",49.,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,53,9.0,9,12,3.6,56.7,7.59,0.0,0.0,9.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7849,0.5,0.7849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6422.0,6898.0,146.0,139.0,28.0,974.0,835.0,6476.0,885.0,2055.0,191.0,191.0,1.0,12.0,322.0,81.7,1.0,1590.0,3459.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00047,unspecified,False,00047.wav,What did she sing at the 2009 Presidential Inauguration?,what does she saying aba two thousand and nine presidential inauguration,"It seems you may have misheard the year as ""two thousand eleven"". Can you please confirm if it's actually ""nine""?",America the Beautiful,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,20,2,113,10.0,12,27,8.0,82.48,4.24,0.3333,0.4364,12.0,4.0,3.0,1.0,0.0,False,0.5,mild,0.3687,0.3333,0.0,-0.3687,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,9209.0,9294.0,275.0,172.0,28.0,1014.0,842.0,9277.0,1150.0,2367.0,199.0,315.0,2.0,27.0,322.0,98.0,1.0,3129.0,5526.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00054,unspecified,False,00054.wav,What concept took shape during Walpole's tenure as prime minister?,what concept took shape term while post tenure as prime minister,That concept is Keynesian economics.,doctrine of cabinet solidarity,False,True,True,1.0,1.0,,,5,1,36,5.0,5,7,2.0,15.64,12.32,0.3,0.1875,10.0,3.0,2.0,0.0,1.0,False,0.75,mild,0.101,0.3333,0.1131,0.0121,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6910.0,7398.0,105.0,95.0,29.0,1014.0,919.0,6975.0,943.0,2104.0,143.0,143.0,1.0,8.0,322.0,75.7,1.0,1630.0,2298.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00057,unspecified,False,00057.wav,Which political party was James Callaghan a member of?,what body has stated that physicians can also dispense drugs under specific conditions,The World Health Organization has made such a statement.,Labour,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,56,9.0,9,12,3.6,56.7,7.59,1.4444,1.2453,9.0,13.0,9.0,0.0,4.0,False,0.0,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['The World Health Organization'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,9998.0,10094.0,140.0,130.0,32.0,911.0,781.0,10076.0,911.0,1990.0,164.0,164.0,1.0,11.0,325.0,78.6,1.0,2286.0,2705.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00059,unspecified,False,00059.wav,What two architectural movements have come under criticism for their focus on individuality? ,since when was the rhine part of the aerial of hall shot culture,"I'm having trouble understanding that request. Can you please clarify what you mean by ""aerial of hall shot culture"" and how it relates to the Rhine?",Modernism and Postmodernism,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,26,2,149,13.0,6,35,10.4,73.25,6.27,1.0,0.7582,13.0,13.0,13.0,0.0,0.0,False,0.0,severe,0.7035,0.3846,0.0,-0.7035,0.0714,0.0,0.0,3.0,0.3333,0.0832,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,8930.0,9459.0,409.0,107.0,28.0,968.0,861.0,9006.0,1063.0,2212.0,177.0,415.0,2.0,34.0,325.0,83.1,1.0,2050.0,7848.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00063,unspecified,False,00063.wav,When was Yale Divinity School established?,when was yale divinity school established,Yale Divinity School was founded in eighteen thirty-seven.,1822,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,58,9.0,9,12,3.6,47.3,8.9,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7416,0.4286,0.7416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Yale Divinity School'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,6193.0,6326.0,156.0,148.0,27.0,1082.0,934.0,6241.0,1304.0,2598.0,207.0,207.0,1.0,13.0,319.0,83.1,1.0,2481.0,3076.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00072,unspecified,False,00072.wav,Did the insurgency lead to any economic changes in Burma ?,did the insurgency lead to any economic changes in burma,"There is no clear evidence that an insurgency led to significant economic changes in Burma. The country experienced various economic challenges, but it's unclear if an insurgency was a direct cause. Would you like me to provide more information on Burma's economy?",an increase in economic sanctions against the Burmese Government.,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,42,3,264,14.0,15,56,16.8,39.54,11.22,0.0,0.0,10.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.802,0.3333,0.802,0.0,0.0889,0.0,0.0,7.0,0.2857,0.1015,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6283.0,7303.0,511.0,183.0,28.0,1056.0,873.0,6376.0,1010.0,2355.0,284.0,703.0,3.0,49.0,322.0,95.8,1.0,1771.0,14895.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00088,unspecified,False,00088.wav, How many students does the University of Texas have?,how many students doesn't the university of texas have,"I'm sorry, I don't understand that question.","40,000",True,False,False,0.8889,0.8889,opener_at_most_five_words,opener_at_most_five_words,7,1,44,7.0,7,9,2.8,66.79,5.68,0.1111,0.0392,9.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6144.0,6222.0,143.0,135.0,27.0,1064.0,929.0,6201.0,671.0,1896.0,158.0,158.0,1.0,12.0,321.0,83.7,1.0,1984.0,2635.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00089,unspecified,False,00089.wav,What company stated that Dell was preventing itself from innovating?,what company stated that del was preventing itself from innovating,Microsoft stated that Deloitte was preventing itself from innovating.,CNET,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,69,9.0,9,12,3.6,28.5,11.52,0.1,0.0149,10.0,1.0,1.0,0.0,0.0,False,0.8333,mild,0.6612,0.6667,0.666,0.0047,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6863.0,6974.0,148.0,140.0,27.0,1158.0,1018.0,6955.0,978.0,2362.0,221.0,221.0,1.0,14.0,322.0,94.5,1.0,2319.0,3657.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00093,unspecified,False,00093.wav,What decoy city was hit ,white de quoi city with hit,"I'm sorry, I didn't quite catch that. Can you please repeat what you mean by ""city with hit""?","The Chew Magna decoy town was hit by half-a-dozen bombs on 2 December 1940, and over a thousand incendiaries on 3 January 1941",False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,18,2,93,9.0,7,24,7.2,99.0,1.69,0.8,0.3913,5.0,4.0,3.0,0.0,1.0,False,0.6667,severe,0.3634,0.2222,0.6195,0.2561,0.1,0.0,0.0,22.0,0.0909,0.0491,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,4518.0,5175.0,275.0,134.0,27.0,1006.0,872.0,4593.0,1196.0,2390.0,183.0,322.0,2.0,25.0,317.0,90.8,1.0,1894.0,5340.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00100,unspecified,False,00100.wav,What was Xbox Live Free renamed as?,what was x box live free renamed does,"Xbox Live is no longer free. It's now part of Xbox Game Pass Ultimate, which offers access to Xbox Live and online multiplayer for a monthly fee, plus additional gaming benefits and perks.",Xbox Live Silver,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,33,2,188,16.5,6,44,13.2,64.47,8.37,0.4286,0.1176,7.0,3.0,2.0,0.0,1.0,False,0.75,severe,0.4873,0.1304,0.7377,0.2504,0.1143,0.0,0.0,3.0,0.6667,0.1344,"{'years': [], 'quantities': [], 'name_spans': ['Xbox Game Pass Ultimate', 'Xbox Live'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,6190.0,6622.0,466.0,102.0,26.0,994.0,892.0,6282.0,1038.0,2161.0,125.0,594.0,3.0,40.0,319.0,85.7,1.0,2414.0,12248.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00113,unspecified,False,00113.wav,Which king of Prussia saw himself as the leader of the Enlightenment?,which king of prussia saw himself as a leader of the enlightenment,"""Frederick the Great.""",Frederick the Great,False,True,True,1.0,1.0,,,3,1,22,3.0,3,4,1.2,62.79,5.25,0.0833,0.0441,12.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,7212.0,7298.0,103.0,92.0,30.0,962.0,870.0,7274.0,1027.0,2083.0,88.0,88.0,1.0,8.0,324.0,77.4,1.0,2220.0,1114.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00118,unspecified,False,00118.wav,On what date did Frédéric begin his journey into Western Europe?,on what they did frederic chopin begin his journey into western europe,Frederic Chopin began his journey west around eighteen forty-two.,2 November 1830,False,False,False,0.8,0.8,opener_at_most_five_words;answers_in_english,opener_at_most_five_words;answers_in_english,10,1,65,10.0,10,13,4.0,44.41,9.55,0.2727,0.2063,11.0,3.0,2.0,0.0,1.0,False,0.7143,mild,0.5252,0.4,0.2559,-0.2692,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Frederic Chopin'], 'atom_count': 1}",,,False,"constraint violation: opener_at_most_five_words, answers_in_english",7537.0,7640.0,175.0,167.0,28.0,1053.0,886.0,7615.0,970.0,2223.0,196.0,196.0,1.0,15.0,325.0,85.4,1.0,2289.0,3459.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00124,unspecified,False,00124.wav,What percentage of copper is used in industrial machinery?,what percentage of offer is used in industrial machinery,Approximately one third to half.,15%,False,True,True,1.0,1.0,,,5,1,32,5.0,5,7,2.0,32.56,9.96,0.1111,0.0526,9.0,1.0,1.0,0.0,0.0,False,0.8,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6283.0,6362.0,107.0,96.0,27.0,948.0,852.0,6336.0,986.0,2061.0,122.0,122.0,1.0,8.0,320.0,74.2,1.0,2443.0,1915.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00130,unspecified,False,00130.wav,When was Renaissance Humanism developed?,it two thirds at the rhyme flows through the mass where does the other one third flow through,"I'm not sure what you're referring to, can you please clarify which ""rhyme"" and ""mass"" you're talking about?",1400,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,18,1,108,18.0,18,24,7.2,75.77,7.16,3.6,1.9231,5.0,18.0,5.0,0.0,13.0,False,0.0,severe,0.2582,0.2222,0.0,-0.2582,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",9255.0,9325.0,319.0,307.0,30.0,1071.0,764.0,9300.0,879.0,2226.0,273.0,273.0,1.0,29.0,329.0,90.8,1.0,2215.0,5758.0
04 llama3.2:3b-q4_K_M t0.7/s42,04-llama3_2_3b_instruct_q4_K_M-t0.7_s42-vosk_cpu,llama3.2:3b-instruct-q4_K_M,llama3.2,3b,q4_K_M,0.7,42,vosk-small-en-us-0.15-cpu,00149,unspecified,False,00149.wav,What is the name of the process being considered in Arizona that allows copper to be recovered?,what's the name of the process been considered in arizona the allows copper to prove cupboard,"I couldn't quite catch that, can you please repeat?",in-situ leach process,False,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,9,1,51,9.0,9,12,3.6,103.7,1.03,0.3529,0.1809,17.0,6.0,5.0,1.0,0.0,False,0.8571,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",7351.0,7450.0,130.0,119.0,24.0,968.0,849.0,7430.0,1082.0,2215.0,160.0,160.0,1.0,13.0,329.0,99.4,1.0,2391.0,2577.0
